,Material_Code,Material_Description,Certification,Moulding_Type,Product_Type,Base_Type,Shelflife,Base_Type_Categories,Base_Type_Description,Product_Type_Categories,Product_Type_Description,Moulding_Type_Segments,Moulding_Type_Description
3051,CHD-Q028EDBIE6-127,CR DARK EDELBITTER 70% BLOCKS 2KG/UC,1001;HALA,block medium up to 2.5 kg,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Medium blocks used for melting, tempering, and further processing."
3052,CHD-Q15ZVNOP-000,BC LIQUID,HALA;OREU;ORNE,Liquid,chocolate,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
3053,CHD-Q15ZVNOP-566,BC EASYMELT 20KG/BOX 32BOX/PAL,HALA;ORNE;OREU,Easymelt,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
3054,CHD-Q65MADINOP-000,BC LIQUID,ORNE;OREU,Liquid,chocolate,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
3055,CHD-Q65MADINOP-211,BC CONTAINER 1.000KG/EA 1EA/PAL,ORNE;OREU,container hoyer,chocolate,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in large-scale production.
3056,CHD-Q65MADINOP-566,CB PISTOLES 20KG/BOX 32BOX/PAL,HALA;OREU;1999;ORNE,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3057,CHD-Q65MADN-U93,CB PISTOLES 1.000KG/BG 1BG/PAL,1999;HALA;ORNE;OREU,Pistoles,chocolate,Dark,12,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3058,CHD-Q70SDO-2B-U73,CB SANTO DOMINGO PISTOLES 1KG/UC 6UC/BOX,HALA;1016,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3059,CHD-Q70SDO-CA-U73,CB SANTO DOMINGO PISTOLES 1KG/UC 6UC/BOX,HALA;1016,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3060,CHD-Q70SDO-E1-U68,CB SANTO DOMINGO PISTOLES 1KG/UC 6UC/BOX,HALA;1016,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3061,CHD-Q70SDO-E2-U68,CB SANTO DOMINGO PISTOLES 1KG/UC 6UC/BOX,1016;HALA,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3062,CHD-Q70SDO-RT-U68,96_CB SANTO DOMINGO PISTOLES 1KG/UC 6UC/,1016,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3063,CHD-Q75TAZ-2B-U73,CB TANZANIA PISTOLES 1KG/UC 6UC/BOX,HALA;1001,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3064,CHD-Q75TAZ-CA-U73,CB TANZANIA PISTOLES 1KG/UC 6UC/BOX,1001;HALA,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3065,CHD-Q75TAZ-E1-U68,CB TANZANIA PISTOLES 1KG/UC 6UC/BOX,HALA;1001,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3066,CHD-Q75TAZ-E2-U68,CB TANZANIA PISTOLES 1KG/UC 6UC/BOX,1001;HALA,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3067,CHD-Q76EQU-CA-U73,96_CB ECUADOR PISTOLES 1KG/UC 6UC/BOX,HALA;1016,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3068,CHD-Q76EQU-E1-U68,CB ECUADOR PISTOLES 1KG/UC 6UC/BOX,HALA;1016,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3069,CHD-Q76EQU-E2-U68,CB ECUADOR PISTOLES 1KG/UC 6UC/BOX,1016;HALA,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3070,CHD-S7037NOP-000,BC LIQUID,OREU,Liquid,chocolate,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
3071,CHD-S7037NOP-566,BC EASYMELT 20KG/BOX 32BOX/PAL,OREU,Easymelt,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Designed to melt quickly and uniformly, often used in coatings or fillings."
3072,CHD-T055CREME6-127,CR CRÉMANT BLOCKS 2KG/UC 6UC/BOX,HALA;1001,block medium up to 2.5 kg,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Medium blocks used for melting, tempering, and further processing."
3073,CHD-X50FNOI-E1-U68,CB FORCE NOIRE PISTOLES 1KG/UC 6UC/BOX,1001;HALA,Pistoles,chocolate,Dark,24,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Chocolate,"General-purpose chocolate used across confectionery, coatings, and fillings.","Bakery and Pastry, Confectionary, Ice cream and Desserts","Disc-shaped chocolates used for melting in recipes, tempering, or inclusions."
3077,COW-030-MT-Z18,CR MASSA TICINO 7KG/BOX 100BOX/PAL,SPT;HALA,bucket/box up to 15 kg,sugar confectionery,White,12,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,Candies and sweets primarily made from sugar.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
3078,COW-030-MT-Z18,CR MASSA TICINO 7KG/BOX 100BOX/PAL,SPT;HALA,bucket/box up to 15 kg,sugar confectionery,White,12,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,Candies and sweets primarily made from sugar.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
3079,COW-030-MT-Z40,CR MASSA TICINO 7KG/UC 2UC/BOX 35BOX/PAL,SPT;HALA,bucket/box up to 15 kg,sugar confectionery,White,12,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,Candies and sweets primarily made from sugar.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
3080,COW-030-MT-Z40,CR MASSA TICINO 7KG/UC 2UC/BOX 35BOX/PAL,SPT;HALA,bucket/box up to 15 kg,sugar confectionery,White,12,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,Candies and sweets primarily made from sugar.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
3081,COW-031-MTT-Z18,CR MASSA TICINO TROPIC 7KG/BOX,SPT;HALA,bucket/box up to 15 kg,sugar confectionery,White,12,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,Candies and sweets primarily made from sugar.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
3082,COW-031-MTT-Z18,CR MASSA TICINO TROPIC 7KG/BOX,SPT;HALA,bucket/box up to 15 kg,sugar confectionery,White,12,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,Candies and sweets primarily made from sugar.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
3083,COW-031-MTT-Z40,CR MASSA TICINO TROPIC 7KG/UC 2UC/BOX,SPT;HALA,bucket/box up to 15 kg,sugar confectionery,White,12,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,Candies and sweets primarily made from sugar.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
3084,COW-031-MTT-Z40,CR MASSA TICINO TROPIC 7KG/UC 2UC/BOX,SPT;HALA,bucket/box up to 15 kg,sugar confectionery,White,12,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,Candies and sweets primarily made from sugar.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
3085,COW-095MODA-Z76,CR MODELA 6KG/EA 100EA/PAL,SPT;HALA,bucket/box up to 15 kg,sugar confectionery,White,12,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,Candies and sweets primarily made from sugar.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
3086,COW-095MODA-Z76,CR MODELA 6KG/EA 100EA/PAL,SPT;HALA,bucket/box up to 15 kg,sugar confectionery,White,12,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,Candies and sweets primarily made from sugar.,"Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts",Bulk liquid or solid chocolate used in small-scale production.
3087,FLN-CAR-AL4-000,BC LIQUID,HALA,Liquid,filling lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Compound,"Filling made from lauric fats, providing a quick-setting and creamy texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
3088,FLN-HA102-SPM-000,96_BC LIQUID,SPM,Liquid,filling lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Compound,"Filling made from lauric fats, providing a quick-setting and creamy texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
